ts_code,trade_date,close,pre_close,vol,amount
600895.SH,20260213,40.33,40.32,210242.51,855919.223
600895.SH,20260212,40.32,40.3,149331.05,602380.9
600895.SH,20260211,40.3,40.66,125358.88,507133.041
600895.SH,20260210,40.66,41.09,183349.06,749627.274
600895.SH,20260209,41.09,40.25,203539.11,833114.06
600895.SH,20260206,40.25,40.47,153811.42,620860.671
600895.SH,20260205,40.47,40.76,147966.54,600162.297
600895.SH,20260204,40.76,40.87,152635.03,619796.001
600895.SH,20260203,40.87,40.0,206254.85,837892.61
600895.SH,20260202,40.0,41.57,261248.98,1065164.889
600895.SH,20260130,41.57,42.33,233839.19,977734.233
600895.SH,20260129,42.33,42.65,255904.17,1086445.745
600895.SH,20260128,42.65,43.24,264243.11,1126915.318
600895.SH,20260127,43.24,43.26,318915.49,1358251.546
600895.SH,20260126,43.26,45.14,441820.96,1935855.05
600895.SH,20260123,45.14,44.32,403017.07,1810964.67
600895.SH,20260122,44.32,45.2,391833.19,1744258.219
600895.SH,20260121,45.2,44.5,491315.18,2208106.505
600895.SH,20260120,44.5,44.89,415464.13,1862531.006
600895.SH,20260119,44.89,45.49,342990.25,1546297.66
600895.SH,20260116,45.49,44.97,490125.4,2230194.225
600895.SH,20260115,44.97,44.99,453259.71,2027571.878
600895.SH,20260114,44.99,45.36,723738.14,3297428.527
600895.SH,20260113,45.36,47.15,899559.91,4165168.223
600895.SH,20260112,47.15,47.54,973692.61,4624650.56
600895.SH,20260109,47.54,46.75,1017784.83,4908457.062
600895.SH,20260108,46.75,46.83,945338.72,4413895.215
600895.SH,20260107,46.83,44.52,1429383.69,6532504.013
600895.SH,20260106,44.52,44.08,716230.27,3174942.494
600895.SH,20260105,44.08,43.9,928717.95,4138340.104
600895.SH,20251231,43.9,41.17,1035374.47,4467307.732
600895.SH,20251230,41.17,42.48,532887.77,2205582.588
600895.SH,20251229,42.48,41.14,830665.77,3535735.036
600895.SH,20251226,41.14,42.48,740751.57,3084518.109
600895.SH,20251225,42.48,40.53,888548.61,3699893.238
600895.SH,20251224,40.53,39.3,616112.95,2474630.563
600895.SH,20251223,39.3,38.54,471408.63,1854373.782
600895.SH,20251222,38.54,38.01,320009.08,1235564.073
600895.SH,20251219,38.01,38.08,342539.53,1306096.331
600895.SH,20251218,38.08,38.44,560750.85,2204353.668
600895.SH,20251217,38.44,38.2,351921.89,1337694.578
600895.SH,20251216,38.2,39.8,556204.25,2121699.584
600895.SH,20251215,39.8,40.69,439252.12,1766309.138
600895.SH,20251212,40.69,39.66,795700.87,3269534.7
600895.SH,20251211,39.66,40.8,368150.42,1474381.152
600895.SH,20251210,40.8,40.76,414589.8,1675574.757
600895.SH,20251209,40.76,40.48,363973.22,1476140.332
600895.SH,20251208,40.48,39.9,438219.83,1765182.595
600895.SH,20251205,39.9,39.86,313812.45,1250119.828
600895.SH,20251204,39.86,39.61,325488.28,1288483.105
600895.SH,20251203,39.61,40.3,390085.23,1551548.387
600895.SH,20251202,40.3,41.51,390617.22,1582421.623
600895.SH,20251201,41.51,41.32,521878.12,2154102.303
600895.SH,20251128,41.32,42.14,538673.98,2217483.945
600895.SH,20251127,42.14,42.37,908676.67,3869741.096
600895.SH,20251126,42.37,40.26,1192898.86,4981487.953
600895.SH,20251125,40.26,40.3,776860.64,3143584.991
600895.SH,20251124,40.3,37.65,1003614.67,4036157.291
600895.SH,20251121,37.65,38.6,466318.45,1777882.64
