ts_code,trade_date,close,pre_close,vol,amount
000541.SZ,20260213,6.21,6.27,72755.3,45384.426
000541.SZ,20260212,6.27,6.37,100871.81,63452.632
000541.SZ,20260211,6.37,6.4,79823.65,50897.981
000541.SZ,20260210,6.4,6.39,99156.91,63683.724
000541.SZ,20260209,6.39,6.31,126623.43,81038.372
000541.SZ,20260206,6.31,6.31,105502.55,66902.559
000541.SZ,20260205,6.31,6.37,89208.94,56445.854
000541.SZ,20260204,6.37,6.25,144725.29,91452.45
000541.SZ,20260203,6.25,6.17,94103.8,58513.832
000541.SZ,20260202,6.17,6.28,101115.48,63163.46
000541.SZ,20260130,6.28,6.27,123134.31,77178.237
000541.SZ,20260129,6.27,6.36,158040.02,99358.679
000541.SZ,20260128,6.36,6.43,94439.55,60161.852
000541.SZ,20260127,6.43,6.47,140980.74,89962.221
000541.SZ,20260126,6.47,6.48,194385.76,125982.154
000541.SZ,20260123,6.48,6.41,199659.64,128380.312
000541.SZ,20260122,6.41,6.36,116720.67,74645.978
000541.SZ,20260121,6.36,6.37,86571.44,54939.664
000541.SZ,20260120,6.37,6.37,105869.6,67407.822
000541.SZ,20260119,6.37,6.27,142079.17,90304.251
000541.SZ,20260116,6.27,6.26,84993.27,53375.206
000541.SZ,20260115,6.26,6.32,117479.52,73538.124
000541.SZ,20260114,6.32,6.32,209341.4,132688.068
000541.SZ,20260113,6.32,6.37,186918.29,118783.482
000541.SZ,20260112,6.37,6.32,233896.61,148554.373
000541.SZ,20260109,6.32,6.11,333529.83,210677.494
000541.SZ,20260108,6.11,6.06,122764.78,74739.8
000541.SZ,20260107,6.06,6.1,101740.71,61927.908
000541.SZ,20260106,6.1,6.03,95282.26,57825.624
000541.SZ,20260105,6.03,6.01,66669.43,40156.022
000541.SZ,20251231,6.01,5.99,56177.29,33689.493
000541.SZ,20251230,5.99,6.04,68970.1,41440.884
000541.SZ,20251229,6.04,6.05,46399.03,28090.513
000541.SZ,20251226,6.05,6.1,66812.71,40584.945
000541.SZ,20251225,6.1,6.09,49585.12,30237.274
000541.SZ,20251224,6.09,6.04,48503.27,29488.451
000541.SZ,20251223,6.04,6.1,48676.01,29509.063
000541.SZ,20251222,6.1,6.11,50657.05,30976.393
000541.SZ,20251219,6.11,5.99,73522.42,44652.681
000541.SZ,20251218,5.99,5.95,52073.54,31164.371
000541.SZ,20251217,5.95,5.95,73280.42,43323.747
000541.SZ,20251216,5.95,6.06,88707.43,52994.677
000541.SZ,20251215,6.06,6.08,37488.7,22715.864
000541.SZ,20251212,6.08,6.07,63102.84,38394.245
000541.SZ,20251211,6.07,6.16,58965.92,36021.883
000541.SZ,20251210,6.16,6.14,49001.07,30107.271
000541.SZ,20251209,6.14,6.18,46812.81,28803.435
000541.SZ,20251208,6.18,6.18,63497.27,39247.507
000541.SZ,20251205,6.18,6.12,56578.69,34811.898
000541.SZ,20251204,6.12,6.19,57241.11,35109.15
000541.SZ,20251203,6.19,6.18,69516.59,42973.353
000541.SZ,20251202,6.18,6.2,48701.83,29987.461
000541.SZ,20251201,6.2,6.11,76434.04,47158.286
000541.SZ,20251128,6.11,6.09,50753.76,30874.582
000541.SZ,20251127,6.09,6.11,66936.16,40800.728
000541.SZ,20251126,6.11,6.16,99576.3,60978.054
000541.SZ,20251125,6.16,6.14,73885.69,45570.696
000541.SZ,20251124,6.14,6.08,70587.24,43183.311
000541.SZ,20251121,6.08,6.3,170653.67,104868.889
000541.SZ,20251120,6.3,6.32,72131.97,45595.401
000541.SZ,20251119,6.32,6.41,107893.0,68547.586
000541.SZ,20251118,6.41,6.51,123242.84,79338.382
000541.SZ,20251117,6.51,6.52,109645.95,71231.85
000541.SZ,20251114,6.52,6.5,189426.99,124301.315
000541.SZ,20251113,6.5,6.5,103838.44,67338.624
000541.SZ,20251112,6.5,6.55,131239.52,85446.409
000541.SZ,20251111,6.55,6.46,208833.43,136443.064
000541.SZ,20251110,6.46,6.39,133280.2,85800.223
000541.SZ,20251107,6.39,6.39,87103.29,55567.479
000541.SZ,20251106,6.39,6.38,80613.56,51396.963
000541.SZ,20251105,6.38,6.31,120496.12,76597.927
000541.SZ,20251104,6.31,6.34,107333.76,67910.131
000541.SZ,20251103,6.34,6.3,80087.11,50525.656
000541.SZ,20251031,6.3,6.23,86749.25,54520.472
000541.SZ,20251030,6.23,6.38,152527.14,95843.255
000541.SZ,20251029,6.38,6.38,111307.47,70630.167
000541.SZ,20251028,6.38,6.4,93503.92,59621.053
000541.SZ,20251027,6.4,6.41,128365.0,82176.942
000541.SZ,20251024,6.41,6.36,141338.06,90463.758
000541.SZ,20251023,6.36,6.33,100079.15,63055.082
000541.SZ,20251022,6.33,6.32,103167.15,65275.986
000541.SZ,20251021,6.32,6.26,117041.34,73517.99
000541.SZ,20251020,6.26,6.17,82692.67,51447.738
000541.SZ,20251017,6.17,6.31,100709.1,62813.47
000541.SZ,20251016,6.31,6.38,82004.09,51842.437
000541.SZ,20251015,6.38,6.32,91572.5,58036.698
000541.SZ,20251014,6.32,6.33,107361.21,68200.036
000541.SZ,20251013,6.33,6.4,151264.92,94609.981
000541.SZ,20251010,6.4,6.39,122196.3,78181.242
000541.SZ,20251009,6.39,6.33,112469.94,71627.03
000541.SZ,20250930,6.33,6.33,87697.03,55491.579
000541.SZ,20250929,6.33,6.32,152349.57,95399.432
000541.SZ,20250926,6.32,6.37,104085.94,66097.577
000541.SZ,20250925,6.37,6.48,142741.02,91341.721
000541.SZ,20250924,6.48,6.46,135894.47,87642.74
000541.SZ,20250923,6.46,6.64,246215.97,158518.161
000541.SZ,20250922,6.64,6.62,145125.71,95835.798
000541.SZ,20250919,6.62,6.68,171291.86,113471.496
000541.SZ,20250918,6.68,6.76,303021.98,204764.443
000541.SZ,20250917,6.76,6.66,238599.84,160143.522
000541.SZ,20250916,6.66,6.57,184900.0,122297.794
000541.SZ,20250915,6.57,6.6,111628.68,73386.613
000541.SZ,20250912,6.6,6.63,149266.7,98758.337
000541.SZ,20250911,6.63,6.56,142764.56,93711.9
000541.SZ,20250910,6.56,6.61,123543.04,81176.281
000541.SZ,20250909,6.61,6.7,187920.81,124235.879
000541.SZ,20250908,6.7,6.66,160140.05,107290.582
000541.SZ,20250905,6.66,6.53,198297.63,131168.846
000541.SZ,20250904,6.53,6.56,198678.08,130387.819
000541.SZ,20250903,6.56,6.69,197752.29,131092.979
000541.SZ,20250902,6.69,6.82,246712.83,164915.134
000541.SZ,20250901,6.82,6.88,209851.28,143189.73
000541.SZ,20250829,6.88,6.89,264146.53,182039.258
000541.SZ,20250828,6.89,6.82,324808.62,221232.362
000541.SZ,20250827,6.82,7.06,401703.86,279610.251
000541.SZ,20250826,7.06,7.06,293337.02,206473.233
000541.SZ,20250825,7.06,7.13,435781.59,308181.699
000541.SZ,20250822,7.13,7.19,395912.11,281923.735
000541.SZ,20250821,7.19,7.05,603320.44,432887.559
000541.SZ,20250820,7.05,7.13,495219.12,349551.254
000541.SZ,20250819,7.13,6.85,1019005.05,735690.472
000541.SZ,20250818,6.85,6.8,500299.91,340892.404
000541.SZ,20250815,6.8,6.69,537155.74,362497.185
000541.SZ,20250814,6.69,6.53,588164.11,389994.847
000541.SZ,20250813,6.53,6.48,220169.3,143192.401
000541.SZ,20250812,6.48,6.49,112501.47,72785.928
000541.SZ,20250811,6.49,6.42,170256.58,110273.991
000541.SZ,20250808,6.42,6.45,136935.7,88026.141
000541.SZ,20250807,6.45,6.5,142588.95,92060.626
000541.SZ,20250806,6.5,6.49,149261.28,97115.328
000541.SZ,20250805,6.49,6.41,120420.8,77890.582
000541.SZ,20250804,6.41,6.43,95599.52,61165.464
000541.SZ,20250801,6.43,6.43,129833.02,83249.986
000541.SZ,20250731,6.43,6.55,199858.49,129366.324
000541.SZ,20250730,6.55,6.6,173531.64,113946.263
000541.SZ,20250729,6.6,6.67,212008.93,139645.553
000541.SZ,20250728,6.67,6.58,279155.63,186133.012
000541.SZ,20250725,6.58,6.62,194855.99,128798.719
000541.SZ,20250724,6.62,6.55,211754.76,139826.805
000541.SZ,20250723,6.55,6.71,348406.01,230765.733
000541.SZ,20250722,6.71,6.65,319785.15,213716.565
000541.SZ,20250721,6.65,6.63,232169.42,153977.276
000541.SZ,20250718,6.63,6.63,203481.64,134664.464
000541.SZ,20250717,6.63,6.66,240312.1,158820.68
000541.SZ,20250716,6.66,6.69,211303.13,140677.083
000541.SZ,20250715,6.69,6.87,386459.81,258779.709
000541.SZ,20250714,6.87,7.0,420816.7,289365.468
000541.SZ,20250711,7.0,6.69,877568.49,602544.119
000541.SZ,20250710,6.69,6.81,472360.31,316180.451
000541.SZ,20250709,6.81,6.480009102355992,858696.28,574989.105
000541.SZ,20250708,6.480009102355992,6.450554515527101,311862.32,204982.767
000541.SZ,20250707,6.450554515527101,6.391645341869319,307410.59,202377.646
000541.SZ,20250704,6.391645341869319,6.5192818847945135,475310.36,310396.649
000541.SZ,20250703,6.5192818847945135,6.715645796987119,797627.12,533143.825
000541.SZ,20250702,6.715645796987119,6.578191058452296,1500700.76,1047778.222
000541.SZ,20250701,6.578191058452296,6.2640087989441255,961154.81,637297.727
000541.SZ,20250630,6.2640087989441255,6.185463234067083,266174.66,169115.82
000541.SZ,20250627,6.185463234067083,6.224736016505604,311520.85,197572.614
000541.SZ,20250626,6.224736016505604,6.106917669190041,536784.82,339891.23
000541.SZ,20250625,6.106917669190041,6.05782669114189,193091.16,119516.873
000541.SZ,20250624,6.05782669114189,5.979281126264848,156394.32,96093.419
000541.SZ,20250623,5.979281126264848,5.920371952607066,114918.02,69310.836
000541.SZ,20250620,5.920371952607066,5.930190148216696,128856.3,77571.696
000541.SZ,20250619,5.930190148216696,6.067644886751521,226361.49,137763.572
000541.SZ,20250618,6.067644886751521,6.0774630823611515,121923.86,75398.911
000541.SZ,20250617,6.0774630823611515,6.03819029992263,126715.99,78122.891
000541.SZ,20250616,6.03819029992263,6.028372104312999,106160.06,65217.508
000541.SZ,20250613,6.028372104312999,6.116735864799672,234549.05,144726.574
000541.SZ,20250612,6.116735864799672,6.146190451628563,178070.33,111205.925
000541.SZ,20250611,6.146190451628563,6.097099473580411,206069.5,129024.536
000541.SZ,20250610,6.097099473580411,6.156008647238193,216068.49,134429.314
000541.SZ,20250609,6.156008647238193,6.0774630823611515,227847.72,142226.962
000541.SZ,20250606,6.0774630823611515,6.116735864799672,136723.4,84716.567
000541.SZ,20250605,6.116735864799672,6.146190451628563,161889.99,100607.886
000541.SZ,20250604,6.146190451628563,6.04800849553226,225009.46,140520.445
000541.SZ,20250603,6.04800849553226,6.0774630823611515,133726.21,82374.737
000541.SZ,20250530,6.0774630823611515,6.185463234067083,187787.04,116373.177
000541.SZ,20250529,6.185463234067083,6.205099625286344,297638.71,187737.243
000541.SZ,20250528,6.205099625286344,6.097099473580411,296848.6,187240.667
000541.SZ,20250527,6.097099473580411,6.067644886751521,164618.76,101659.67
000541.SZ,20250526,6.067644886751521,6.03819029992263,159627.8,98344.243
000541.SZ,20250523,6.03819029992263,6.126554060409303,212610.49,131996.103
000541.SZ,20250522,6.126554060409303,6.293463385773017,275497.97,173664.214
000541.SZ,20250521,6.293463385773017,6.401463537478949,259957.8,166823.549
000541.SZ,20250520,6.401463537478949,6.322917972601908,287833.5,186805.158
000541.SZ,20250519,6.322917972601908,6.313099776992277,210647.96,134815.028
000541.SZ,20250516,6.313099776992277,6.283645190163386,245897.06,158269.227
000541.SZ,20250515,6.283645190163386,6.460372711136732,326265.47,210714.063
000541.SZ,20250514,6.460372711136732,6.391645341869319,468344.77,305575.362
000541.SZ,20250513,6.391645341869319,6.430918124307841,392477.85,256151.819
000541.SZ,20250512,6.430918124307841,6.391645341869319,464871.19,304174.692
000541.SZ,20250509,6.391645341869319,6.6076456452811865,562507.29,369108.083
000541.SZ,20250508,6.6076456452811865,6.313099776992277,966444.02,636609.166
000541.SZ,20250507,6.313099776992277,6.185463234067083,622996.37,397868.069
000541.SZ,20250506,6.185463234067083,5.930190148216696,467793.75,291732.264
000541.SZ,20250430,5.930190148216696,5.959644735045588,279889.92,170019.456
000541.SZ,20250429,5.959644735045588,5.940008343826326,238817.08,144884.786
000541.SZ,20250428,5.940008343826326,6.126554060409303,416416.74,253621.491
000541.SZ,20250425,6.126554060409303,6.2640087989441255,519044.25,324686.995
000541.SZ,20250424,6.2640087989441255,6.3523725594307985,468339.45,299351.338
000541.SZ,20250423,6.3523725594307985,6.126554060409303,773540.29,496966.255
000541.SZ,20250422,6.126554060409303,6.185463234067083,350770.18,218795.44
000541.SZ,20250421,6.185463234067083,6.165826842847823,413206.6,258580.078
000541.SZ,20250418,6.165826842847823,5.959644735045588,687748.44,427715.031
000541.SZ,20250417,5.959644735045588,5.989099321874478,270800.53,165282.004
000541.SZ,20250416,5.989099321874478,6.136372256018933,411402.06,251866.851
000541.SZ,20250415,6.136372256018933,6.254190603334496,413084.4,259012.579
000541.SZ,20250414,6.254190603334496,6.04800849553226,603962.0,381999.646
000541.SZ,20250411,6.04800849553226,6.097099473580411,507999.59,314046.141
000541.SZ,20250410,6.097099473580411,6.018553908703369,777167.6,488004.5
000541.SZ,20250409,6.018553908703369,5.910553756997436,899929.3,529658.626
000541.SZ,20250408,5.910553756997436,5.949826539435957,891965.33,529298.14
000541.SZ,20250407,5.949826539435957,6.6076456452811865,404686.8,247610.859
000541.SZ,20250403,6.6076456452811865,6.7843731662545315,636507.82,430041.665
000541.SZ,20250402,6.7843731662545315,6.892373317960464,651508.94,452501.1
000541.SZ,20250401,6.892373317960464,6.823645948693053,951228.51,680139.338
000541.SZ,20250331,6.823645948693053,7.137828208201221,1050263.53,733586.233
000541.SZ,20250328,7.137828208201221,7.933102052581276,1418470.94,1063456.181
