ts_code,trade_date,close,pre_close,vol,amount
600350.SH,20260723,11.890455496539513,11.963148237566392,96868.65,110682.178
600350.SH,20260722,11.963148237566392,12.399304683727667,137721.16,160258.861
600350.SH,20260721,12.399304683727667,12.960077257363592,183592.14,221343.153
600350.SH,20260720,12.960077257363592,12.285073233542573,196928.19,233966.701
600350.SH,20260717,12.285073233542573,12.274688556253018,119101.0,142342.479
600350.SH,20260716,12.274688556253018,12.575844197650088,100299.0,119365.75
600350.SH,20260715,12.575844197650088,12.897769193626266,120260.0,144956.282
600350.SH,20260714,12.897769193626266,12.098149042330597,154512.71,186778.265
600350.SH,20260713,12.098149042330597,12.326611942700788,123412.71,142859.634
600350.SH,20260710,12.326611942700788,12.606998229518751,157099.0,183784.427
600350.SH,20260708,14.008929663608562,12.7316143569934,120050.71,152092.181
600350.SH,20260707,12.7316143569934,12.617382906808306,68402.08,82956.776
600350.SH,20260706,12.617382906808306,12.326611942700788,72256.72,86390.248
600350.SH,20260703,12.326611942700788,12.274688556253018,86539.94,101270.148
600350.SH,20260702,12.274688556253018,11.776224046354416,101421.61,119118.925
600350.SH,20260701,11.776224046354416,11.558145823273781,70599.74,79752.826
600350.SH,20260630,11.558145823273781,11.516607114115564,73288.41,80344.087
600350.SH,20260629,11.516607114115564,11.267374859166264,73033.0,79236.655
600350.SH,20260626,11.267374859166264,11.049296636085627,61904.0,66714.303
600350.SH,20260625,11.049296636085627,10.9869885723483,79816.0,85098.203
600350.SH,20260624,10.9869885723483,10.665063576372123,99759.13,104518.262
600350.SH,20260623,10.665063576372123,10.45737003058104,87634.32,89340.63
600350.SH,20260622,10.45737003058104,10.893526476742316,127340.34,129954.66
600350.SH,20260618,10.893526476742316,11.340067600193143,122862.01,131514.868
600350.SH,20260617,11.34,11.06,113794.37,129059.851
600350.SH,20260616,11.06,11.049999999999999,100773.92,111596.629
600350.SH,20260615,11.049999999999999,11.2,126663.25,139075.177
600350.SH,20260612,11.2,11.039999999999997,175413.76,189257.366
600350.SH,20260611,11.039999999999997,11.8,138273.1,153432.947
600350.SH,20260610,11.8,11.59,90147.0,104669.796
600350.SH,20260609,11.59,11.260000000000002,71983.0,82952.88
600350.SH,20260608,11.260000000000002,11.260000000000002,69968.0,78417.585
600350.SH,20260605,11.260000000000002,11.400000000000002,96153.6,108618.563
600350.SH,20260604,11.400000000000002,11.260000000000002,70033.76,79387.628
600350.SH,20260603,11.260000000000002,11.46,98671.82,110723.889
600350.SH,20260602,11.46,11.62,107520.57,123311.216
600350.SH,20260601,11.62,12.25,145086.06,169388.488
600350.SH,20260529,12.25,11.99,99393.52,120253.132
600350.SH,20260528,11.99,11.83,69274.3,82729.11
600350.SH,20260527,11.83,11.82,97036.44,114940.671
600350.SH,20260526,11.82,12.499999999999998,117329.36,139671.548
600350.SH,20260525,12.499999999999998,12.230000000000002,124613.75,152961.306
600350.SH,20260522,12.230000000000002,11.92,92222.6,111718.745
600350.SH,20260521,11.92,11.84,59042.4,70338.34
600350.SH,20260520,11.84,11.56,62743.02,73844.976
600350.SH,20260519,11.56,11.27,79549.93,91614.655
600350.SH,20260518,11.27,10.97,79796.0,89149.433
600350.SH,20260515,10.97,11.0,60403.22,66220.294
600350.SH,20260514,11.0,11.09,51591.58,57455.283
600350.SH,20260513,11.09,11.23,54995.14,61068.569
