ts_code,trade_date,close,pre_close,vol,amount
600578.SH,20260303,5.480000000000001,5.6000000000000005,652443.88,360637.214
600578.SH,20260302,5.6000000000000005,5.51,617542.46,343274.337
600578.SH,20260227,5.51,5.31,538780.91,293808.319
600578.SH,20260226,5.31,5.230000000000001,349961.72,185815.965
600578.SH,20260225,5.230000000000001,5.2,345079.41,181219.683
600578.SH,20260224,5.2,5.1,326224.91,169301.524
600578.SH,20260213,5.1,5.230000000000001,392976.8,201171.876
600578.SH,20260212,5.230000000000001,5.18,299364.53,156640.499
600578.SH,20260211,5.18,5.14,233934.81,121329.3
600578.SH,20260210,5.14,5.230000000000001,279794.4,144146.612
600578.SH,20260209,5.230000000000001,5.18,304274.04,158192.195
600578.SH,20260206,5.18,5.17,248260.9,128896.671
600578.SH,20260205,5.17,5.219999999999999,279540.08,144685.691
600578.SH,20260204,5.219999999999999,5.18,379115.98,197248.62
600578.SH,20260203,5.18,5.08,454792.89,234559.823
600578.SH,20260202,5.08,5.290000000000001,646384.4,334285.921
600578.SH,20260130,5.290000000000001,5.28,428829.95,226499.498
600578.SH,20260129,5.28,5.4,653626.8,346966.642
600578.SH,20260128,5.4,5.33,387256.2,206738.752
600578.SH,20260127,5.33,5.44,474492.4,252239.922
600578.SH,20260126,5.44,5.49,490110.1,267143.326
600578.SH,20260123,5.49,5.51,291225.0,160499.233
600578.SH,20260122,5.51,5.56,360502.67,198747.947
600578.SH,20260121,5.56,5.629999999999999,352581.0,196220.78
600578.SH,20260120,5.629999999999999,5.65,496500.16,277051.879
600578.SH,20260119,5.65,5.46,533020.46,299577.374
600578.SH,20260116,5.46,5.53,522384.53,290253.67
600578.SH,20260115,5.53,5.480000000000001,372612.64,205463.577
600578.SH,20260114,5.480000000000001,5.51,525141.93,288743.952
600578.SH,20260113,5.51,5.37,632080.99,346806.424
600578.SH,20260112,5.37,5.45,498635.0,268164.96
600578.SH,20260109,5.45,5.4,451580.55,244025.769
