index_code,trade_date,con_code,weight,asof_date
000905.SH,20141231,601099.SH,1.26,20150101
000905.SH,20141231,300059.SZ,0.85,20150101
000905.SH,20141231,300168.SZ,0.57,20150101
000905.SH,20141231,600169.SH,0.53,20150101
000905.SH,20141231,600266.SH,0.53,20150101
000905.SH,20141231,600881.SH,0.51,20150101
000905.SH,20141231,600694.SH,0.51,20150101
000905.SH,20141231,000998.SZ,0.49,20150101
000905.SH,20141231,600755.SH,0.47,20150101
000905.SH,20141231,600410.SH,0.47,20150101
000905.SH,20141231,600879.SH,0.47,20150101
000905.SH,20141231,600820.SH,0.47,20150101
000905.SH,20141231,000748.SZ,0.46,20150101
000905.SH,20141231,600811.SH,0.46,20150101
000905.SH,20141231,600320.SH,0.44,20150101
000905.SH,20141231,000712.SZ,0.44,20150101
000905.SH,20141231,600158.SH,0.43,20150101
000905.SH,20141231,601872.SH,0.43,20150101
000905.SH,20141231,000012.SZ,0.42,20150101
000905.SH,20141231,600645.SH,0.41,20150101
000905.SH,20141231,600187.SH,0.4,20150101
000905.SH,20141231,600528.SH,0.4,20150101
000905.SH,20141231,600635.SH,0.4,20150101
000905.SH,20141231,600418.SH,0.39,20150101
000905.SH,20141231,600643.SH,0.38,20150101
000905.SH,20141231,600499.SH,0.37,20150101
000905.SH,20141231,600895.SH,0.37,20150101
000905.SH,20141231,000997.SZ,0.37,20150101
000905.SH,20141231,600219.SH,0.37,20150101
000905.SH,20141231,600601.SH,0.37,20150101
000905.SH,20141231,600525.SH,0.36,20150101
000905.SH,20141231,000977.SZ,0.36,20150101
000905.SH,20141231,600312.SH,0.36,20150101
000905.SH,20141231,000528.SZ,0.36,20150101
000905.SH,20141231,600201.SH,0.36,20150101
000905.SH,20141231,600967.SH,0.35,20150101
000905.SH,20141231,000897.SZ,0.35,20150101
000905.SH,20141231,601718.SH,0.35,20150101
000905.SH,20141231,600433.SH,0.35,20150101
000905.SH,20141231,000511.SZ,0.34,20150101
000905.SH,20141231,002405.SZ,0.34,20150101
000905.SH,20141231,600816.SH,0.34,20150101
000905.SH,20141231,600490.SH,0.34,20150101
000905.SH,20141231,600522.SH,0.33,20150101
000905.SH,20141231,600376.SH,0.33,20150101
000905.SH,20141231,600037.SH,0.33,20150101
000905.SH,20141231,600737.SH,0.33,20150101
000905.SH,20141231,601002.SH,0.33,20150101
000905.SH,20141231,000661.SZ,0.33,20150101
000905.SH,20141231,300253.SZ,0.33,20150101
000905.SH,20141231,600435.SH,0.33,20150101
000905.SH,20141231,600317.SH,0.33,20150101
000905.SH,20141231,600511.SH,0.32,20150101
000905.SH,20141231,600787.SH,0.32,20150101
000905.SH,20141231,600765.SH,0.32,20150101
000905.SH,20141231,002266.SZ,0.32,20150101
000905.SH,20141231,002183.SZ,0.32,20150101
000905.SH,20141231,600587.SH,0.32,20150101
000905.SH,20141231,600584.SH,0.32,20150101
000905.SH,20141231,600675.SH,0.32,20150101
000905.SH,20141231,000758.SZ,0.31,20150101
000905.SH,20141231,600759.SH,0.31,20150101
000905.SH,20141231,000939.SZ,0.31,20150101
000905.SH,20141231,000656.SZ,0.31,20150101
000905.SH,20141231,600611.SH,0.31,20150101
000905.SH,20141231,600872.SH,0.3,20150101
000905.SH,20141231,002022.SZ,0.3,20150101
000905.SH,20141231,300144.SZ,0.3,20150101
000905.SH,20141231,002250.SZ,0.3,20150101
000905.SH,20141231,600138.SH,0.3,20150101
000905.SH,20141231,002358.SZ,0.3,20150101
000905.SH,20141231,600517.SH,0.29,20150101
000905.SH,20141231,600557.SH,0.29,20150101
000905.SH,20141231,600325.SH,0.29,20150101
000905.SH,20141231,300273.SZ,0.29,20150101
000905.SH,20141231,600536.SH,0.29,20150101
000905.SH,20141231,600125.SH,0.29,20150101
000905.SH,20141231,000540.SZ,0.29,20150101
000905.SH,20141231,000031.SZ,0.28,20150101
000905.SH,20141231,000887.SZ,0.28,20150101
000905.SH,20141231,000088.SZ,0.28,20150101
000905.SH,20141231,002005.SZ,0.28,20150101
000905.SH,20141231,002030.SZ,0.28,20150101
000905.SH,20141231,600685.SH,0.28,20150101
000905.SH,20141231,002424.SZ,0.28,20150101
000905.SH,20141231,600654.SH,0.28,20150101
000905.SH,20141231,600805.SH,0.28,20150101
000905.SH,20141231,000988.SZ,0.27,20150101
000905.SH,20141231,002573.SZ,0.27,20150101
000905.SH,20141231,002701.SZ,0.27,20150101
000905.SH,20141231,000777.SZ,0.27,20150101
000905.SH,20141231,000690.SZ,0.27,20150101
000905.SH,20141231,000652.SZ,0.27,20150101
000905.SH,20141231,000680.SZ,0.27,20150101
000905.SH,20141231,600175.SH,0.27,20150101
000905.SH,20141231,002063.SZ,0.27,20150101
000905.SH,20141231,002092.SZ,0.27,20150101
000905.SH,20141231,600200.SH,0.27,20150101
000905.SH,20141231,601000.SH,0.27,20150101
000905.SH,20141231,002073.SZ,0.26,20150101
000905.SH,20141231,600098.SH,0.26,20150101
000905.SH,20141231,600978.SH,0.26,20150101
000905.SH,20141231,600017.SH,0.26,20150101
000905.SH,20141231,000671.SZ,0.26,20150101
000905.SH,20141231,600110.SH,0.26,20150101
000905.SH,20141231,000786.SZ,0.26,20150101
000905.SH,20141231,600259.SH,0.26,20150101
000905.SH,20141231,002155.SZ,0.26,20150101
000905.SH,20141231,601001.SH,0.26,20150101
000905.SH,20141231,300134.SZ,0.26,20150101
000905.SH,20141231,600216.SH,0.26,20150101
000905.SH,20141231,600426.SH,0.26,20150101
000905.SH,20141231,601666.SH,0.26,20150101
000905.SH,20141231,000612.SZ,0.26,20150101
000905.SH,20141231,000415.SZ,0.26,20150101
000905.SH,20141231,600478.SH,0.26,20150101
000905.SH,20141231,002340.SZ,0.26,20150101
000905.SH,20141231,002440.SZ,0.25,20150101
000905.SH,20141231,000933.SZ,0.25,20150101
000905.SH,20141231,000685.SZ,0.25,20150101
000905.SH,20141231,000616.SZ,0.25,20150101
000905.SH,20141231,600720.SH,0.25,20150101
000905.SH,20141231,600432.SH,0.25,20150101
000905.SH,20141231,002271.SZ,0.25,20150101
000905.SH,20141231,600151.SH,0.25,20150101
000905.SH,20141231,600521.SH,0.25,20150101
000905.SH,20141231,600062.SH,0.25,20150101
000905.SH,20141231,002437.SZ,0.25,20150101
000905.SH,20141231,600183.SH,0.25,20150101
000905.SH,20141231,600122.SH,0.24,20150101
000905.SH,20141231,600747.SH,0.24,20150101
000905.SH,20141231,002223.SZ,0.24,20150101
000905.SH,20141231,000735.SZ,0.24,20150101
000905.SH,20141231,600761.SH,0.24,20150101
000905.SH,20141231,000422.SZ,0.24,20150101
000905.SH,20141231,600422.SH,0.24,20150101
000905.SH,20141231,600428.SH,0.24,20150101
000905.SH,20141231,000543.SZ,0.24,20150101
000905.SH,20141231,601012.SH,0.24,20150101
000905.SH,20141231,600056.SH,0.24,20150101
000905.SH,20141231,600161.SH,0.24,20150101
000905.SH,20141231,600770.SH,0.24,20150101
000905.SH,20141231,002428.SZ,0.24,20150101
000905.SH,20141231,000848.SZ,0.24,20150101
000905.SH,20141231,300202.SZ,0.24,20150101
000905.SH,20141231,002240.SZ,0.24,20150101
000905.SH,20141231,600067.SH,0.24,20150101
000905.SH,20141231,000006.SZ,0.24,20150101
000905.SH,20141231,000959.SZ,0.24,20150101
000905.SH,20141231,002018.SZ,0.24,20150101
000905.SH,20141231,000975.SZ,0.24,20150101
000905.SH,20141231,000050.SZ,0.23,20150101
000905.SH,20141231,000550.SZ,0.23,20150101
000905.SH,20141231,600284.SH,0.23,20150101
000905.SH,20141231,002191.SZ,0.23,20150101
000905.SH,20141231,002505.SZ,0.23,20150101
000905.SH,20141231,601717.SH,0.23,20150101
000905.SH,20141231,000877.SZ,0.23,20150101
000905.SH,20141231,002106.SZ,0.23,20150101
000905.SH,20141231,600064.SH,0.23,20150101
000905.SH,20141231,600240.SH,0.22,20150101
000905.SH,20141231,002368.SZ,0.22,20150101
000905.SH,20141231,600835.SH,0.22,20150101
000905.SH,20141231,600545.SH,0.22,20150101
000905.SH,20141231,000926.SZ,0.22,20150101
000905.SH,20141231,600639.SH,0.22,20150101
000905.SH,20141231,600572.SH,0.22,20150101
000905.SH,20141231,000563.SZ,0.22,20150101
000905.SH,20141231,000930.SZ,0.22,20150101
000905.SH,20141231,002048.SZ,0.22,20150101
000905.SH,20141231,600797.SH,0.22,20150101
000905.SH,20141231,600704.SH,0.22,20150101
000905.SH,20141231,600651.SH,0.22,20150101
000905.SH,20141231,000566.SZ,0.22,20150101
000905.SH,20141231,600970.SH,0.21,20150101
000905.SH,20141231,601608.SH,0.21,20150101
000905.SH,20141231,600270.SH,0.21,20150101
000905.SH,20141231,000078.SZ,0.21,20150101
000905.SH,20141231,600366.SH,0.21,20150101
000905.SH,20141231,000099.SZ,0.21,20150101
000905.SH,20141231,600160.SH,0.21,20150101
000905.SH,20141231,002285.SZ,0.21,20150101
000905.SH,20141231,300147.SZ,0.21,20150101
000905.SH,20141231,600171.SH,0.21,20150101
000905.SH,20141231,600409.SH,0.21,20150101
000905.SH,20141231,600582.SH,0.21,20150101
000905.SH,20141231,600198.SH,0.21,20150101
000905.SH,20141231,000028.SZ,0.21,20150101
000905.SH,20141231,600026.SH,0.21,20150101
000905.SH,20141231,002219.SZ,0.21,20150101
000905.SH,20141231,002299.SZ,0.21,20150101
000905.SH,20141231,601369.SH,0.21,20150101
000905.SH,20141231,002004.SZ,0.21,20150101
000905.SH,20141231,600580.SH,0.21,20150101
000905.SH,20141231,000669.SZ,0.21,20150101
000905.SH,20141231,600596.SH,0.2,20150101
000905.SH,20141231,600458.SH,0.2,20150101
000905.SH,20141231,000667.SZ,0.2,20150101
000905.SH,20141231,601311.SH,0.2,20150101
000905.SH,20141231,001696.SZ,0.2,20150101
000905.SH,20141231,600825.SH,0.2,20150101
000905.SH,20141231,002122.SZ,0.2,20150101
000905.SH,20141231,600673.SH,0.2,20150101
000905.SH,20141231,600748.SH,0.2,20150101
000905.SH,20141231,000830.SZ,0.2,20150101
000905.SH,20141231,600546.SH,0.2,20150101
000905.SH,20141231,000488.SZ,0.2,20150101
000905.SH,20141231,600120.SH,0.2,20150101
000905.SH,20141231,000513.SZ,0.2,20150101
000905.SH,20141231,600220.SH,0.2,20150101
000905.SH,20141231,002179.SZ,0.2,20150101
000905.SH,20141231,000718.SZ,0.2,20150101
000905.SH,20141231,600509.SH,0.19,20150101
000905.SH,20141231,002508.SZ,0.19,20150101
000905.SH,20141231,600392.SH,0.19,20150101
000905.SH,20141231,002665.SZ,0.19,20150101
000905.SH,20141231,002311.SZ,0.19,20150101
000905.SH,20141231,600176.SH,0.19,20150101
000905.SH,20141231,002013.SZ,0.19,20150101
000905.SH,20141231,600757.SH,0.19,20150101
000905.SH,20141231,002168.SZ,0.19,20150101
000905.SH,20141231,000572.SZ,0.19,20150101
000905.SH,20141231,002050.SZ,0.19,20150101
000905.SH,20141231,000829.SZ,0.19,20150101
000905.SH,20141231,002309.SZ,0.19,20150101
000905.SH,20141231,000090.SZ,0.19,20150101
000905.SH,20141231,600086.SH,0.19,20150101
000905.SH,20141231,000726.SZ,0.19,20150101
000905.SH,20141231,600823.SH,0.19,20150101
000905.SH,20141231,000979.SZ,0.19,20150101
000905.SH,20141231,000541.SZ,0.19,20150101
000905.SH,20141231,002273.SZ,0.19,20150101
000905.SH,20141231,603766.SH,0.19,20150101
000905.SH,20141231,600754.SH,0.18,20150101
000905.SH,20141231,600864.SH,0.18,20150101
000905.SH,20141231,000697.SZ,0.18,20150101
000905.SH,20141231,000636.SZ,0.18,20150101
000905.SH,20141231,000816.SZ,0.18,20150101
000905.SH,20141231,000732.SZ,0.18,20150101
000905.SH,20141231,000900.SZ,0.18,20150101
000905.SH,20141231,002277.SZ,0.18,20150101
000905.SH,20141231,600657.SH,0.18,20150101
000905.SH,20141231,600812.SH,0.18,20150101
000905.SH,20141231,600702.SH,0.18,20150101
000905.SH,20141231,600261.SH,0.18,20150101
000905.SH,20141231,600859.SH,0.18,20150101
000905.SH,20141231,600004.SH,0.18,20150101
000905.SH,20141231,600039.SH,0.18,20150101
000905.SH,20141231,000788.SZ,0.18,20150101
000905.SH,20141231,600851.SH,0.18,20150101
000905.SH,20141231,002431.SZ,0.18,20150101
000905.SH,20141231,002414.SZ,0.18,20150101
000905.SH,20141231,600699.SH,0.18,20150101
000905.SH,20141231,002317.SZ,0.18,20150101
000905.SH,20141231,300039.SZ,0.18,20150101
000905.SH,20141231,600021.SH,0.18,20150101
000905.SH,20141231,000762.SZ,0.18,20150101
000905.SH,20141231,002595.SZ,0.18,20150101
000905.SH,20141231,600416.SH,0.18,20150101
000905.SH,20141231,002028.SZ,0.17,20150101
000905.SH,20141231,601519.SH,0.17,20150101
000905.SH,20141231,002204.SZ,0.17,20150101
000905.SH,20141231,002371.SZ,0.17,20150101
000905.SH,20141231,600993.SH,0.17,20150101
000905.SH,20141231,600006.SH,0.17,20150101
000905.SH,20141231,600790.SH,0.17,20150101
000905.SH,20141231,000650.SZ,0.17,20150101
000905.SH,20141231,002672.SZ,0.17,20150101
000905.SH,20141231,600884.SH,0.17,20150101
000905.SH,20141231,000961.SZ,0.17,20150101
000905.SH,20141231,601678.SH,0.17,20150101
000905.SH,20141231,600874.SH,0.17,20150101
000905.SH,20141231,600141.SH,0.17,20150101
000905.SH,20141231,601880.SH,0.17,20150101
000905.SH,20141231,300088.SZ,0.17,20150101
000905.SH,20141231,002396.SZ,0.17,20150101
000905.SH,20141231,600351.SH,0.17,20150101
000905.SH,20141231,002690.SZ,0.17,20150101
000905.SH,20141231,300115.SZ,0.17,20150101
000905.SH,20141231,002161.SZ,0.17,20150101
000905.SH,20141231,000969.SZ,0.17,20150101
000905.SH,20141231,000973.SZ,0.17,20150101
000905.SH,20141231,002221.SZ,0.16,20150101
000905.SH,20141231,600199.SH,0.16,20150101
000905.SH,20141231,002444.SZ,0.16,20150101
000905.SH,20141231,000417.SZ,0.16,20150101
000905.SH,20141231,002181.SZ,0.16,20150101
000905.SH,20141231,000931.SZ,0.16,20150101
000905.SH,20141231,600628.SH,0.16,20150101
000905.SH,20141231,002064.SZ,0.16,20150101
000905.SH,20141231,600073.SH,0.16,20150101
000905.SH,20141231,002244.SZ,0.16,20150101
000905.SH,20141231,600971.SH,0.16,20150101
000905.SH,20141231,600289.SH,0.16,20150101
000905.SH,20141231,002237.SZ,0.16,20150101
000905.SH,20141231,000850.SZ,0.16,20150101
000905.SH,20141231,002325.SZ,0.16,20150101
000905.SH,20141231,600059.SH,0.16,20150101
000905.SH,20141231,600894.SH,0.16,20150101
000905.SH,20141231,600997.SH,0.16,20150101
000905.SH,20141231,002041.SZ,0.16,20150101
000905.SH,20141231,002056.SZ,0.16,20150101
000905.SH,20141231,002052.SZ,0.16,20150101
000905.SH,20141231,002588.SZ,0.16,20150101
000905.SH,20141231,600380.SH,0.16,20150101
000905.SH,20141231,600112.SH,0.16,20150101
000905.SH,20141231,600586.SH,0.15,20150101
000905.SH,20141231,000860.SZ,0.15,20150101
000905.SH,20141231,002251.SZ,0.15,20150101
000905.SH,20141231,600481.SH,0.15,20150101
000905.SH,20141231,600612.SH,0.15,20150101
000905.SH,20141231,002029.SZ,0.15,20150101
000905.SH,20141231,002011.SZ,0.15,20150101
000905.SH,20141231,600826.SH,0.15,20150101
000905.SH,20141231,000681.SZ,0.15,20150101
000905.SH,20141231,002269.SZ,0.15,20150101
000905.SH,20141231,000596.SZ,0.15,20150101
000905.SH,20141231,002390.SZ,0.15,20150101
000905.SH,20141231,600251.SH,0.15,20150101
000905.SH,20141231,002254.SZ,0.15,20150101
000905.SH,20141231,601101.SH,0.15,20150101
000905.SH,20141231,000587.SZ,0.15,20150101
000905.SH,20141231,600482.SH,0.15,20150101
000905.SH,20141231,600300.SH,0.15,20150101
000905.SH,20141231,002477.SZ,0.15,20150101
000905.SH,20141231,002203.SZ,0.15,20150101
000905.SH,20141231,000982.SZ,0.15,20150101
000905.SH,20141231,600460.SH,0.15,20150101
000905.SH,20141231,000919.SZ,0.15,20150101
000905.SH,20141231,000021.SZ,0.15,20150101
000905.SH,20141231,600740.SH,0.15,20150101
000905.SH,20141231,600729.SH,0.15,20150101
000905.SH,20141231,600239.SH,0.14,20150101
000905.SH,20141231,000506.SZ,0.14,20150101
000905.SH,20141231,600563.SH,0.14,20150101
000905.SH,20141231,600132.SH,0.14,20150101
000905.SH,20141231,600496.SH,0.14,20150101
000905.SH,20141231,000809.SZ,0.14,20150101
000905.SH,20141231,002463.SZ,0.14,20150101
000905.SH,20141231,002482.SZ,0.14,20150101
000905.SH,20141231,600487.SH,0.14,20150101
000905.SH,20141231,000066.SZ,0.14,20150101
000905.SH,20141231,002332.SZ,0.14,20150101
000905.SH,20141231,002276.SZ,0.14,20150101
000905.SH,20141231,600438.SH,0.14,20150101
000905.SH,20141231,601886.SH,0.14,20150101
000905.SH,20141231,000501.SZ,0.14,20150101
000905.SH,20141231,002140.SZ,0.14,20150101
000905.SH,20141231,600292.SH,0.14,20150101
000905.SH,20141231,600425.SH,0.14,20150101
000905.SH,20141231,002646.SZ,0.14,20150101
000905.SH,20141231,000886.SZ,0.14,20150101
000905.SH,20141231,600885.SH,0.14,20150101
000905.SH,20141231,600387.SH,0.14,20150101
000905.SH,20141231,600773.SH,0.13,20150101
000905.SH,20141231,600844.SH,0.13,20150101
000905.SH,20141231,002551.SZ,0.13,20150101
000905.SH,20141231,600298.SH,0.13,20150101
000905.SH,20141231,000049.SZ,0.13,20150101
000905.SH,20141231,600736.SH,0.13,20150101
000905.SH,20141231,600636.SH,0.13,20150101
000905.SH,20141231,002342.SZ,0.13,20150101
000905.SH,20141231,600337.SH,0.13,20150101
000905.SH,20141231,600260.SH,0.13,20150101
000905.SH,20141231,002233.SZ,0.13,20150101
000905.SH,20141231,002123.SZ,0.13,20150101
000905.SH,20141231,000823.SZ,0.13,20150101
000905.SH,20141231,000620.SZ,0.13,20150101
000905.SH,20141231,002408.SZ,0.13,20150101
000905.SH,20141231,002663.SZ,0.13,20150101
000905.SH,20141231,002025.SZ,0.13,20150101
000905.SH,20141231,600831.SH,0.13,20150101
000905.SH,20141231,002480.SZ,0.13,20150101
000905.SH,20141231,600456.SH,0.13,20150101
000905.SH,20141231,600750.SH,0.13,20150101
000905.SH,20141231,002345.SZ,0.13,20150101
000905.SH,20141231,000426.SZ,0.13,20150101
000905.SH,20141231,600575.SH,0.13,20150101
000905.SH,20141231,600640.SH,0.12,20150101
000905.SH,20141231,002308.SZ,0.12,20150101
000905.SH,20141231,002392.SZ,0.12,20150101
000905.SH,20141231,600329.SH,0.12,20150101
000905.SH,20141231,000555.SZ,0.12,20150101
000905.SH,20141231,600180.SH,0.12,20150101
000905.SH,20141231,600850.SH,0.12,20150101
000905.SH,20141231,000951.SZ,0.12,20150101
000905.SH,20141231,600401.SH,0.12,20150101
000905.SH,20141231,002727.SZ,0.12,20150101
000905.SH,20141231,600551.SH,0.12,20150101
000905.SH,20141231,000852.SZ,0.12,20150101
000905.SH,20141231,002489.SZ,0.12,20150101
000905.SH,20141231,600830.SH,0.12,20150101
000905.SH,20141231,600335.SH,0.12,20150101
000905.SH,20141231,002275.SZ,0.12,20150101
000905.SH,20141231,002069.SZ,0.12,20150101
000905.SH,20141231,002242.SZ,0.12,20150101
000905.SH,20141231,000525.SZ,0.12,20150101
000905.SH,20141231,002315.SZ,0.12,20150101
000905.SH,20141231,002384.SZ,0.12,20150101
000905.SH,20141231,600488.SH,0.12,20150101
000905.SH,20141231,600537.SH,0.12,20150101
000905.SH,20141231,000510.SZ,0.12,20150101
000905.SH,20141231,002714.SZ,0.11,20150101
000905.SH,20141231,002118.SZ,0.11,20150101
000905.SH,20141231,000519.SZ,0.11,20150101
000905.SH,20141231,002083.SZ,0.11,20150101
000905.SH,20141231,002503.SZ,0.11,20150101
000905.SH,20141231,601233.SH,0.11,20150101
000905.SH,20141231,000921.SZ,0.11,20150101
000905.SH,20141231,002393.SZ,0.11,20150101
000905.SH,20141231,002281.SZ,0.11,20150101
000905.SH,20141231,000927.SZ,0.11,20150101
000905.SH,20141231,600780.SH,0.11,20150101
000905.SH,20141231,002249.SZ,0.11,20150101
000905.SH,20141231,000703.SZ,0.11,20150101
000905.SH,20141231,002216.SZ,0.11,20150101
000905.SH,20141231,600776.SH,0.11,20150101
000905.SH,20141231,600429.SH,0.11,20150101
000905.SH,20141231,002698.SZ,0.11,20150101
000905.SH,20141231,002091.SZ,0.11,20150101
000905.SH,20141231,002128.SZ,0.11,20150101
000905.SH,20141231,601801.SH,0.11,20150101
000905.SH,20141231,000062.SZ,0.11,20150101
000905.SH,20141231,600439.SH,0.11,20150101
000905.SH,20141231,600088.SH,0.11,20150101
000905.SH,20141231,000030.SZ,0.11,20150101
000905.SH,20141231,002648.SZ,0.11,20150101
000905.SH,20141231,600614.SH,0.11,20150101
000905.SH,20141231,000962.SZ,0.11,20150101
000905.SH,20141231,603077.SH,0.11,20150101
000905.SH,20141231,600467.SH,0.1,20150101
000905.SH,20141231,002574.SZ,0.1,20150101
000905.SH,20141231,601126.SH,0.1,20150101
000905.SH,20141231,000418.SZ,0.1,20150101
000905.SH,20141231,600195.SH,0.1,20150101
000905.SH,20141231,002293.SZ,0.1,20150101
000905.SH,20141231,603369.SH,0.1,20150101
000905.SH,20141231,603005.SH,0.1,20150101
000905.SH,20141231,600078.SH,0.1,20150101
000905.SH,20141231,601777.SH,0.1,20150101
000905.SH,20141231,600507.SH,0.1,20150101
000905.SH,20141231,600983.SH,0.1,20150101
000905.SH,20141231,002174.SZ,0.1,20150101
000905.SH,20141231,002078.SZ,0.1,20150101
000905.SH,20141231,000861.SZ,0.1,20150101
000905.SH,20141231,002479.SZ,0.1,20150101
000905.SH,20141231,600616.SH,0.1,20150101
000905.SH,20141231,601908.SH,0.1,20150101
000905.SH,20141231,600197.SH,0.1,20150101
000905.SH,20141231,002267.SZ,0.09,20150101
000905.SH,20141231,000693.SZ,0.09,20150101
000905.SH,20141231,002461.SZ,0.09,20150101
000905.SH,20141231,002226.SZ,0.09,20150101
000905.SH,20141231,600162.SH,0.09,20150101
000905.SH,20141231,000719.SZ,0.09,20150101
000905.SH,20141231,002678.SZ,0.09,20150101
000905.SH,20141231,601515.SH,0.09,20150101
000905.SH,20141231,600280.SH,0.09,20150101
000905.SH,20141231,600510.SH,0.09,20150101
000905.SH,20141231,600743.SH,0.09,20150101
000905.SH,20141231,603366.SH,0.09,20150101
000905.SH,20141231,600389.SH,0.09,20150101
000905.SH,20141231,002225.SZ,0.09,20150101
000905.SH,20141231,002557.SZ,0.09,20150101
000905.SH,20141231,002093.SZ,0.09,20150101
000905.SH,20141231,000780.SZ,0.09,20150101
000905.SH,20141231,600803.SH,0.09,20150101
000905.SH,20141231,600468.SH,0.09,20150101
000905.SH,20141231,601208.SH,0.09,20150101
000905.SH,20141231,002194.SZ,0.09,20150101
000905.SH,20141231,000688.SZ,0.09,20150101
000905.SH,20141231,601965.SH,0.08,20150101
000905.SH,20141231,601999.SH,0.08,20150101
000905.SH,20141231,600397.SH,0.08,20150101
000905.SH,20141231,002430.SZ,0.08,20150101
000905.SH,20141231,600618.SH,0.08,20150101
000905.SH,20141231,603001.SH,0.08,20150101
000905.SH,20141231,002327.SZ,0.08,20150101
000905.SH,20141231,601010.SH,0.08,20150101
000905.SH,20141231,600184.SH,0.08,20150101
000905.SH,20141231,000552.SZ,0.08,20150101
000905.SH,20141231,601566.SH,0.08,20150101
000905.SH,20141231,603328.SH,0.08,20150101
000905.SH,20141231,002419.SZ,0.08,20150101
000905.SH,20141231,000631.SZ,0.07,20150101
000905.SH,20141231,002635.SZ,0.07,20150101
000905.SH,20141231,002662.SZ,0.07,20150101
000905.SH,20141231,002490.SZ,0.07,20150101
000905.SH,20141231,002320.SZ,0.07,20150101
000905.SH,20141231,601388.SH,0.07,20150101
000905.SH,20141231,600801.SH,0.07,20150101
000905.SH,20141231,600333.SH,0.07,20150101
000905.SH,20141231,603555.SH,0.07,20150101
000905.SH,20141231,600869.SH,0.06,20150101
000905.SH,20141231,601011.SH,0.06,20150101
000905.SH,20141231,002238.SZ,0.06,20150101
000905.SH,20141231,002498.SZ,0.06,20150101
000905.SH,20141231,002705.SZ,0.05,20150101
000905.SH,20141231,002612.SZ,0.05,20150101
000905.SH,20141231,000603.SZ,0.04,20150101
000905.SH,20150130,300059.SZ,1.11,20150201
000905.SH,20150130,601099.SH,0.98,20150201
000905.SH,20150130,300168.SZ,0.61,20150201
000905.SH,20150130,600410.SH,0.57,20150201
000905.SH,20150130,000998.SZ,0.51,20150201
000905.SH,20150130,000712.SZ,0.48,20150201
000905.SH,20150130,600755.SH,0.48,20150201
000905.SH,20150130,000748.SZ,0.47,20150201
000905.SH,20150130,600881.SH,0.46,20150201
000905.SH,20150130,600694.SH,0.45,20150201
000905.SH,20150130,600879.SH,0.45,20150201
000905.SH,20150130,600201.SH,0.45,20150201
000905.SH,20150130,600158.SH,0.44,20150201
000905.SH,20150130,600312.SH,0.43,20150201
000905.SH,20150130,600169.SH,0.43,20150201
000905.SH,20150130,600820.SH,0.42,20150201
000905.SH,20150130,600645.SH,0.41,20150201
000905.SH,20150130,300253.SZ,0.41,20150201
000905.SH,20150130,600811.SH,0.41,20150201
000905.SH,20150130,600266.SH,0.41,20150201
000905.SH,20150130,600895.SH,0.41,20150201
000905.SH,20150130,600525.SH,0.41,20150201
000905.SH,20150130,600433.SH,0.41,20150201
000905.SH,20150130,000012.SZ,0.4,20150201
000905.SH,20150130,600037.SH,0.4,20150201
000905.SH,20150130,600601.SH,0.39,20150201
000905.SH,20150130,600635.SH,0.39,20150201
000905.SH,20150130,600528.SH,0.38,20150201
000905.SH,20150130,600418.SH,0.38,20150201
000905.SH,20150130,002405.SZ,0.38,20150201
000905.SH,20150130,600584.SH,0.37,20150201
000905.SH,20150130,600765.SH,0.37,20150201
000905.SH,20150130,000997.SZ,0.37,20150201
000905.SH,20150130,601872.SH,0.37,20150201
000905.SH,20150130,000977.SZ,0.37,20150201
000905.SH,20150130,600536.SH,0.36,20150201
000905.SH,20150130,600320.SH,0.36,20150201
000905.SH,20150130,000511.SZ,0.36,20150201
000905.SH,20150130,600643.SH,0.36,20150201
000905.SH,20150130,002183.SZ,0.36,20150201
000905.SH,20150130,600522.SH,0.35,20150201
000905.SH,20150130,000887.SZ,0.35,20150201
000905.SH,20150130,600499.SH,0.35,20150201
000905.SH,20150130,600219.SH,0.34,20150201
000905.SH,20150130,002250.SZ,0.34,20150201
000905.SH,20150130,600587.SH,0.34,20150201
000905.SH,20150130,600187.SH,0.34,20150201
000905.SH,20150130,600435.SH,0.34,20150201
000905.SH,20150130,000540.SZ,0.33,20150201
000905.SH,20150130,600872.SH,0.33,20150201
000905.SH,20150130,002022.SZ,0.33,20150201
000905.SH,20150130,600376.SH,0.33,20150201
000905.SH,20150130,600490.SH,0.33,20150201
000905.SH,20150130,000661.SZ,0.33,20150201
000905.SH,20150130,002266.SZ,0.33,20150201
000905.SH,20150130,600685.SH,0.32,20150201
000905.SH,20150130,600816.SH,0.32,20150201
000905.SH,20150130,600737.SH,0.32,20150201
000905.SH,20150130,600317.SH,0.32,20150201
000905.SH,20150130,000939.SZ,0.32,20150201
000905.SH,20150130,601000.SH,0.32,20150201
000905.SH,20150130,600787.SH,0.32,20150201
000905.SH,20150130,000897.SZ,0.32,20150201
000905.SH,20150130,600967.SH,0.31,20150201
000905.SH,20150130,000758.SZ,0.31,20150201
000905.SH,20150130,002358.SZ,0.31,20150201
000905.SH,20150130,600511.SH,0.31,20150201
000905.SH,20150130,601718.SH,0.31,20150201
000905.SH,20150130,300273.SZ,0.31,20150201
000905.SH,20150130,002030.SZ,0.3,20150201
